Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,rval,kincat2,start1,destination1,start2,destination2,avg.rank1,avg.rank2,RankDiff,dob1,dob2,agediff,outcome.long,outcome.short
oa_qz,1020,Dispersal 2,oa,qz,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.711,0.041,9/14/01,6/22/11,9.768651608,briefly together,briefly
oa_tr,1665,Dispersal 2,oa,tr,18.1500,f,ENK,f,ENK,ff,same,0.0109,0,Non-kin,PHG,YNT,PHG,YNT,0.669,0.684,0.014,9/14/01,NA,NA,stayed together,stayed
oa_ty,1680,Dispersal 2,oa,ty,0.7333,f,ENK,f,PHG,ff,different,0.0004,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.399,0.270,9/14/01,8/6/09,7.893223819,split apart,split
oa_ua,1695,Dispersal 2,oa,ua,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,1.000,0.331,9/14/01,3/19/05,3.509924709,briefly together,briefly
oa_ug,1665,Dispersal 2,oa,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.197,0.472,9/14/01,10/27/08,7.118412047,split apart,split
oa_uj,1725,Dispersal 2,oa,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.254,0.415,9/14/01,4/19/10,8.594113621,split apart,split
oa_uk,1710,Dispersal 2,oa,uk,0.1333,f,ENK,f,ENK,ff,same,7.79727095516569e-05,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.067,0.603,9/14/01,2/26/09,7.452429843,briefly together,briefly
oa_un,1680,Dispersal 2,oa,un,4.3833,f,ENK,f,PHG,ff,different,0.0026,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.101,0.568,9/14/01,11/20/00,0.815879535,split apart,split
oa_ur,1710,Dispersal 2,oa,ur,7.4500,f,ENK,f,PHG,ff,different,0.0044,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.484,0.185,9/14/01,8/3/02,0.884325804,split apart,split
oa_ut,1695,Dispersal 2,oa,ut,1.1000,f,ENK,f,ENK,ff,same,0.0006,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.183,0.486,9/14/01,2/27/99,2.546201232,briefly together,briefly
oa_uv,1725,Dispersal 2,oa,uv,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.822,0.152,9/14/01,7/24/07,5.856262834,briefly together,briefly
oa_ux,1695,Dispersal 2,oa,ux,0.6500,f,ENK,f,ENK,ff,same,0.0004,0,Non-kin,PHG,YNT,PHG,ENK,0.669,0.000,0.669,9/14/01,1/15/07,5.336071184,split apart,split
oa_uz,1740,Dispersal 2,oa,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.313,0.356,9/14/01,5/27/08,6.699520876,split apart,split
oa_yp,1695,Dispersal 2,oa,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.669,0.933,0.264,9/14/01,2/23/11,9.442847365,split apart,split
ob_oo,1620,Dispersal 2,ob,oo,4.8333,f,ENK,f,ENK,ff,same,0.0030,0,Non-kin,PHG,YNT,PHG,YNT,0.436,0.648,0.212,7/11/08,4/8/07,1.259411362,stayed together,stayed
ob_oy,1695,Dispersal 2,ob,oy,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.25,Sibling,PHG,YNT,PHG,PHG,0.436,0.030,0.406,7/11/08,4/6/07,1.264887064,split apart,split
ob_qc,1680,Dispersal 2,ob,qc,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.636,0.200,7/11/08,4/6/10,1.735797399,briefly together,briefly
ob_qn,1650,Dispersal 2,ob,qn,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.559,0.123,7/11/08,5/24/07,1.133470226,briefly together,briefly
ob_qp,1695,Dispersal 2,ob,qp,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.395,0.041,7/11/08,1/23/06,2.464065708,briefly together,briefly
ob_qz,1020,Dispersal 2,ob,qz,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.711,0.275,7/11/08,6/22/11,2.945927447,briefly together,briefly
ob_tr,1650,Dispersal 2,ob,tr,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,YNT,0.436,0.684,0.248,7/11/08,NA,NA,stayed together,stayed
ob_ty,1665,Dispersal 2,ob,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.399,0.037,7/11/08,8/6/09,1.070499658,split apart,split
ob_ua,1680,Dispersal 2,ob,ua,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,1.000,0.564,7/11/08,3/19/05,3.312799452,briefly together,briefly
ob_ug,1650,Dispersal 2,ob,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.197,0.239,7/11/08,10/27/08,0.295687885,split apart,split
ob_uj,1710,Dispersal 2,ob,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.254,0.182,7/11/08,4/19/10,1.771389459,split apart,split
ob_uk,1695,Dispersal 2,ob,uk,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.067,0.369,7/11/08,2/26/09,0.629705681,briefly together,briefly
ob_un,1665,Dispersal 2,ob,un,6.3500,f,ENK,f,PHG,ff,different,0.0038,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.101,0.335,7/11/08,11/20/00,7.638603696,split apart,split
ob_ur,1695,Dispersal 2,ob,ur,0.2667,f,ENK,f,PHG,ff,different,0.0002,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.484,0.049,7/11/08,8/3/02,5.938398357,split apart,split
ob_ut,1680,Dispersal 2,ob,ut,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.183,0.253,7/11/08,2/27/99,9.368925394,briefly together,briefly
ob_uv,1710,Dispersal 2,ob,uv,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.436,0.822,0.386,7/11/08,7/24/07,0.966461328,briefly together,briefly
ob_ux,1680,Dispersal 2,ob,ux,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,ENK,0.436,0.000,0.436,7/11/08,1/15/07,1.486652977,split apart,split
ob_uz,1725,Dispersal 2,ob,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.313,0.123,7/11/08,5/27/08,0.123203285,split apart,split
ob_yp,1680,Dispersal 2,ob,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.436,0.933,0.498,7/11/08,2/23/11,2.620123203,split apart,split
oo_oy,1665,Dispersal 2,oo,oy,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.030,0.618,4/8/07,4/6/07,0.005475702,split apart,split
oo_qc,1650,Dispersal 2,oo,qc,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.636,0.012,4/8/07,4/6/10,2.995208761,briefly together,briefly
oo_qn,1620,Dispersal 2,oo,qn,9.8000,f,ENK,f,ENK,ff,same,0.0060,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.559,0.089,4/8/07,5/24/07,0.125941136,briefly together,briefly
oo_qp,1665,Dispersal 2,oo,qp,6.6167,f,ENK,f,ENK,ff,same,0.0040,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.395,0.253,4/8/07,1/23/06,1.204654346,briefly together,briefly
oo_qz,1035,Dispersal 2,oo,qz,2.8333,f,ENK,f,ENK,ff,same,0.0027,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.711,0.063,4/8/07,6/22/11,4.205338809,briefly together,briefly
oo_tr,1620,Dispersal 2,oo,tr,0.7000,f,ENK,f,ENK,ff,same,0.0004,0,Non-kin,PHG,YNT,PHG,YNT,0.648,0.684,0.035,4/8/07,NA,NA,stayed together,stayed
oo_ty,1635,Dispersal 2,oo,ty,3.8333,f,ENK,f,PHG,ff,different,0.0023,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.399,0.249,4/8/07,8/6/09,2.32991102,split apart,split
oo_ua,1650,Dispersal 2,oo,ua,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,1.000,0.352,4/8/07,3/19/05,2.05338809,briefly together,briefly
oo_ug,1620,Dispersal 2,oo,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.197,0.451,4/8/07,10/27/08,1.555099247,split apart,split
oo_uj,1680,Dispersal 2,oo,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.254,0.394,4/8/07,4/19/10,3.030800821,split apart,split
oo_uk,1665,Dispersal 2,oo,uk,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.067,0.581,4/8/07,2/26/09,1.889117043,briefly together,briefly
oo_un,1635,Dispersal 2,oo,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.101,0.547,4/8/07,11/20/00,6.379192334,split apart,split
oo_ur,1665,Dispersal 2,oo,ur,0.4833,f,ENK,f,PHG,ff,different,0.0003,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.484,0.164,4/8/07,8/3/02,4.678986995,split apart,split
oo_ut,1650,Dispersal 2,oo,ut,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.183,0.465,4/8/07,2/27/99,8.109514031,briefly together,briefly
oo_uv,1680,Dispersal 2,oo,uv,0.5500,f,ENK,f,ENK,ff,same,0.0003,0,Non-kin,PHG,YNT,ENK,ENK,0.648,0.822,0.173,4/8/07,7/24/07,0.292950034,briefly together,briefly
oo_ux,1650,Dispersal 2,oo,ux,9.0667,f,ENK,f,ENK,ff,same,0.0055,0,Non-kin,PHG,YNT,PHG,ENK,0.648,0.000,0.648,4/8/07,1/15/07,0.227241615,split apart,split
oo_uz,1695,Dispersal 2,oo,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.313,0.335,4/8/07,5/27/08,1.136208077,split apart,split
oo_yp,1650,Dispersal 2,oo,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.648,0.933,0.285,4/8/07,2/23/11,3.879534565,split apart,split
oy_qc,1725,Dispersal 2,oy,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.636,0.606,4/6/07,4/6/10,3.000684463,never together,never
oy_qn,1695,Dispersal 2,oy,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.559,0.529,4/6/07,5/24/07,0.131416838,never together,never
oy_qp,1740,Dispersal 2,oy,qp,1.2000,f,PHG,f,ENK,ff,different,0.0007,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.395,0.364,4/6/07,1/23/06,1.199178645,never together,never
oy_qz,1050,Dispersal 2,oy,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.711,0.680,4/6/07,6/22/11,4.210814511,never together,never
oy_tr,1695,Dispersal 2,oy,tr,3.0333,f,PHG,f,ENK,ff,different,0.0018,0,Non-kin,PHG,PHG,PHG,YNT,0.030,0.684,0.653,4/6/07,NA,NA,split apart,split
oy_ty,1710,Dispersal 2,oy,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.399,0.369,4/6/07,8/6/09,2.335386721,stayed together,stayed
oy_ua,1725,Dispersal 2,oy,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,1.000,0.970,4/6/07,3/19/05,2.047912389,never together,never
oy_ug,1695,Dispersal 2,oy,ug,11.6667,f,PHG,f,PHG,ff,same,0.0069,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.197,0.167,4/6/07,10/27/08,1.560574949,stayed together,stayed
oy_uj,1755,Dispersal 2,oy,uj,0.2000,f,PHG,f,PHG,ff,same,0.0001,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.254,0.224,4/6/07,4/19/10,3.036276523,stayed together,stayed
oy_uk,1740,Dispersal 2,oy,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.067,0.036,4/6/07,2/26/09,1.894592745,never together,never
oy_un,1710,Dispersal 2,oy,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.101,0.071,4/6/07,11/20/00,6.373716632,stayed together,stayed
oy_ur,1740,Dispersal 2,oy,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.484,0.454,4/6/07,8/3/02,4.673511294,stayed together,stayed
oy_ut,1725,Dispersal 2,oy,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.183,0.153,4/6/07,2/27/99,8.10403833,never together,never
oy_uv,1755,Dispersal 2,oy,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.030,0.822,0.791,4/6/07,7/24/07,0.298425736,never together,never
oy_ux,1725,Dispersal 2,oy,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.030,0.000,0.030,4/6/07,1/15/07,0.221765914,split apart,split
oy_uz,1770,Dispersal 2,oy,uz,0.6333,f,PHG,f,PHG,ff,same,0.0004,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.313,0.283,4/6/07,5/27/08,1.141683778,stayed together,stayed
oy_yp,1725,Dispersal 2,oy,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.030,0.933,0.903,4/6/07,2/23/11,3.885010267,stayed together,stayed
qc_qn,1680,Dispersal 2,qc,qn,9.0833,f,ENK,f,ENK,ff,same,0.0054,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.559,0.077,4/6/10,5/24/07,2.869267625,stayed together,stayed
qc_qp,1725,Dispersal 2,qc,qp,0.0000,f,ENK,f,ENK,ff,same,0.0000,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.395,0.241,4/6/10,1/23/06,4.199863107,stayed together,stayed
qc_qz,1005,Dispersal 2,qc,qz,0.0000,f,ENK,f,ENK,ff,same,0.0000,0.25,Sibling,ENK,ENK,ENK,ENK,0.636,0.711,0.075,4/6/10,6/22/11,1.210130048,stayed together,stayed
qc_tr,1680,Dispersal 2,qc,tr,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.636,0.684,0.048,4/6/10,NA,NA,briefly together,briefly
qc_ty,1695,Dispersal 2,qc,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.399,0.237,4/6/10,8/6/09,0.665297741,never together,never
qc_ua,1710,Dispersal 2,qc,ua,14.2333,f,ENK,f,ENK,ff,same,0.0083,0,Non-kin,ENK,ENK,ENK,ENK,0.636,1.000,0.364,4/6/10,3/19/05,5.048596851,stayed together,stayed
qc_ug,1680,Dispersal 2,qc,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.197,0.439,4/6/10,10/27/08,1.440109514,never together,never
qc_uj,1740,Dispersal 2,qc,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.254,0.381,4/6/10,4/19/10,0.03559206,never together,never
qc_uk,1725,Dispersal 2,qc,uk,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.067,0.569,4/6/10,2/26/09,1.106091718,stayed together,stayed
qc_un,1695,Dispersal 2,qc,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.101,0.535,4/6/10,11/20/00,9.374401095,never together,never
qc_ur,1725,Dispersal 2,qc,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.484,0.151,4/6/10,8/3/02,7.674195756,never together,never
qc_ut,1710,Dispersal 2,qc,ut,0.5833,f,ENK,f,ENK,ff,same,0.0003,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.183,0.453,4/6/10,2/27/99,11.10472279,stayed together,stayed
qc_uv,1740,Dispersal 2,qc,uv,16.6333,f,ENK,f,ENK,ff,same,0.0096,0,Non-kin,ENK,ENK,ENK,ENK,0.636,0.822,0.186,4/6/10,7/24/07,2.702258727,stayed together,stayed
qc_ux,1710,Dispersal 2,qc,ux,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,ENK,0.636,0.000,0.636,4/6/10,1/15/07,3.222450376,stayed together,stayed
qc_uz,1755,Dispersal 2,qc,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.636,0.313,0.323,4/6/10,5/27/08,1.859000684,never together,never
qc_yp,1710,Dispersal 2,qc,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.636,0.933,0.298,4/6/10,2/23/11,0.884325804,never together,never
qn_qp,1695,Dispersal 2,qn,qp,10.4667,f,ENK,f,ENK,ff,same,0.0062,0.25,Sibling,ENK,ENK,ENK,ENK,0.559,0.395,0.164,5/24/07,1/23/06,1.330595483,stayed together,stayed
qn_qz,1020,Dispersal 2,qn,qz,0.8500,f,ENK,f,ENK,ff,same,0.0008,0.25,Sibling,ENK,ENK,ENK,ENK,0.559,0.711,0.152,5/24/07,6/22/11,4.079397673,stayed together,stayed
qn_tr,1650,Dispersal 2,qn,tr,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.559,0.684,0.125,5/24/07,NA,NA,briefly together,briefly
qn_ty,1665,Dispersal 2,qn,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.399,0.160,5/24/07,8/6/09,2.203969884,never together,never
qn_ua,1680,Dispersal 2,qn,ua,22.0667,f,ENK,f,ENK,ff,same,0.0131,0,Non-kin,ENK,ENK,ENK,ENK,0.559,1.000,0.441,5/24/07,3/19/05,2.179329227,stayed together,stayed
qn_ug,1650,Dispersal 2,qn,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.197,0.362,5/24/07,10/27/08,1.429158111,never together,never
qn_uj,1710,Dispersal 2,qn,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.254,0.305,5/24/07,4/19/10,2.904859685,never together,never
qn_uk,1695,Dispersal 2,qn,uk,9.5667,f,ENK,f,ENK,ff,same,0.0056,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.067,0.492,5/24/07,2/26/09,1.763175907,stayed together,stayed
qn_un,1665,Dispersal 2,qn,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.101,0.458,5/24/07,11/20/00,6.50513347,never together,never
qn_ur,1695,Dispersal 2,qn,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.484,0.074,5/24/07,8/3/02,4.804928131,never together,never
qn_ut,1680,Dispersal 2,qn,ut,22.9000,f,ENK,f,ENK,ff,same,0.0136,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.183,0.376,5/24/07,2/27/99,8.235455168,stayed together,stayed
qn_uv,1710,Dispersal 2,qn,uv,20.7333,f,ENK,f,ENK,ff,same,0.0121,0,Non-kin,ENK,ENK,ENK,ENK,0.559,0.822,0.263,5/24/07,7/24/07,0.167008898,stayed together,stayed
qn_ux,1680,Dispersal 2,qn,ux,3.4000,f,ENK,f,ENK,ff,same,0.0020,0,Non-kin,ENK,ENK,PHG,ENK,0.559,0.000,0.559,5/24/07,1/15/07,0.353182752,stayed together,stayed
qn_uz,1725,Dispersal 2,qn,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.559,0.313,0.246,5/24/07,5/27/08,1.01026694,never together,never
qn_yp,1680,Dispersal 2,qn,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.559,0.933,0.375,5/24/07,2/23/11,3.753593429,never together,never
qp_qz,1020,Dispersal 2,qp,qz,0.0000,f,ENK,f,ENK,ff,same,0.0000,0.25,Sibling,ENK,ENK,ENK,ENK,0.395,0.711,0.316,1/23/06,6/22/11,5.409993155,stayed together,stayed
qp_tr,1695,Dispersal 2,qp,tr,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.395,0.684,0.289,1/23/06,NA,NA,briefly together,briefly
qp_ty,1710,Dispersal 2,qp,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.399,0.004,1/23/06,8/6/09,3.534565366,never together,never
qp_ua,1725,Dispersal 2,qp,ua,9.0500,f,ENK,f,ENK,ff,same,0.0052,0,Non-kin,ENK,ENK,ENK,ENK,0.395,1.000,0.605,1/23/06,3/19/05,0.848733744,stayed together,stayed
qp_ug,1695,Dispersal 2,qp,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.197,0.198,1/23/06,10/27/08,2.759753593,never together,never
qp_uj,1755,Dispersal 2,qp,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.254,0.140,1/23/06,4/19/10,4.235455168,never together,never
qp_uk,1740,Dispersal 2,qp,uk,0.1167,f,ENK,f,ENK,ff,same,6.70498084291188e-05,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.067,0.328,1/23/06,2/26/09,3.093771389,stayed together,stayed
qp_un,1710,Dispersal 2,qp,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.101,0.294,1/23/06,11/20/00,5.174537988,never together,never
qp_ur,1740,Dispersal 2,qp,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.484,0.090,1/23/06,8/3/02,3.474332649,never together,never
qp_ut,1725,Dispersal 2,qp,ut,4.6333,f,ENK,f,ENK,ff,same,0.0027,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.183,0.212,1/23/06,2/27/99,6.904859685,stayed together,stayed
qp_uv,1755,Dispersal 2,qp,uv,10.5500,f,ENK,f,ENK,ff,same,0.0060,0,Non-kin,ENK,ENK,ENK,ENK,0.395,0.822,0.427,1/23/06,7/24/07,1.497604381,stayed together,stayed
qp_ux,1725,Dispersal 2,qp,ux,16.6667,f,ENK,f,ENK,ff,same,0.0097,0,Non-kin,ENK,ENK,PHG,ENK,0.395,0.000,0.395,1/23/06,1/15/07,0.977412731,stayed together,stayed
qp_uz,1770,Dispersal 2,qp,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.395,0.313,0.082,1/23/06,5/27/08,2.340862423,never together,never
qp_yp,1725,Dispersal 2,qp,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.0625,Other kin,ENK,ENK,PHG,PHG,0.395,0.933,0.539,1/23/06,2/23/11,5.084188912,never together,never
qz_tr,1005,Dispersal 2,qz,tr,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,YNT,0.711,0.684,0.027,6/22/11,NA,NA,briefly together,briefly
qz_ty,1065,Dispersal 2,qz,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.711,0.399,0.312,6/22/11,8/6/09,1.875427789,never together,never
qz_ua,1020,Dispersal 2,qz,ua,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,ENK,ENK,0.711,1.000,0.289,6/22/11,3/19/05,6.258726899,stayed together,stayed
qz_ug,1065,Dispersal 2,qz,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.711,0.197,0.514,6/22/11,10/27/08,2.650239562,never together,never
qz_uj,1110,Dispersal 2,qz,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.711,0.254,0.456,6/22/11,4/19/10,1.174537988,never together,never
qz_uk,1020,Dispersal 2,qz,uk,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,ENK,ENK,0.711,0.067,0.644,6/22/11,2/26/09,2.316221766,stayed together,stayed
qz_un,1080,Dispersal 2,qz,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.711,0.101,0.610,6/22/11,11/20/00,10.58453114,never together,never
qz_ur,1080,Dispersal 2,qz,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.711,0.484,0.226,6/22/11,8/3/02,8.884325804,never together,never
qz_ut,1020,Dispersal 2,qz,ut,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,ENK,ENK,0.711,0.183,0.528,6/22/11,2/27/99,12.31485284,stayed together,stayed
qz_uv,1020,Dispersal 2,qz,uv,14.0833,f,ENK,f,ENK,ff,same,0.0138,0,Non-kin,ENK,ENK,ENK,ENK,0.711,0.822,0.111,6/22/11,7/24/07,3.912388775,stayed together,stayed
qz_ux,1020,Dispersal 2,qz,ux,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,ENK,ENK,PHG,ENK,0.711,0.000,0.711,6/22/11,1/15/07,4.432580424,stayed together,stayed
qz_uz,1080,Dispersal 2,qz,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,ENK,ENK,PHG,PHG,0.711,0.313,0.398,6/22/11,5/27/08,3.069130732,never together,never
