Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,Male.Rank,Fem.Rank,RankDiff,s1,d1,s2,d2,outcome,,
jj_qn,2550,Fission,jj,qn,14.083,m,ENK,f,ENK,fm,same,0.0055,0.257,0.559,0.302,ENK,ENK,ENK,ENK,stayed together,,
jj_qn,3540,Stable,jj,qn,9.750,m,ENK,f,ENK,fm,same,0.0028,0.257,0.559,0.302,ENK,ENK,ENK,ENK,stayed together,,
jj_qp,1515,Dispersal 2,jj,qp,14.533,m,ENK,f,ENK,fm,same,0.0096,0.257,0.395,0.138,ENK,ENK,ENK,ENK,stayed together,,
jj_qp,1665,Dispersal 1,jj,qp,23.533,m,ENK,f,ENK,fm,same,0.0141,0.257,0.395,0.138,ENK,ENK,ENK,ENK,stayed together,,
jj_qp,2550,Fission,jj,qp,43.083,m,ENK,f,ENK,fm,same,0.0169,0.257,0.395,0.138,ENK,ENK,ENK,ENK,stayed together,,
jj_qp,3465,Stable,jj,qp,57.583,m,ENK,f,ENK,fm,same,0.0166,0.257,0.395,0.138,ENK,ENK,ENK,ENK,stayed together,,
jj_qz,930,Dispersal 2,jj,qz,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.711,0.454,ENK,ENK,ENK,ENK,stayed together,,
jj_qz,2550,Fission,jj,qz,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.711,0.454,ENK,ENK,ENK,ENK,stayed together,,
jj_tr,1470,Dispersal 2,jj,tr,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.684,0.427,ENK,ENK,PHG,YNT,briefly together,,
jj_tr,1740,Dispersal 1,jj,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.684,0.427,ENK,ENK,PHG,YNT,briefly together,,
jj_tr,2370,Fission,jj,tr,0.000,m,ENK,f,YNT,fm,different,0.0000,0.257,0.684,0.427,ENK,ENK,PHG,YNT,briefly together,,
jj_tr,3660,Stable,jj,tr,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.684,0.427,ENK,ENK,PHG,YNT,briefly together,,
jj_ty,1485,Dispersal 2,jj,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.399,0.142,ENK,ENK,PHG,PHG,never together,,
jj_ty,1695,Dispersal 1,jj,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.399,0.142,ENK,ENK,PHG,PHG,never together,,
jj_ty,2520,Fission,jj,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.399,0.142,ENK,ENK,PHG,PHG,never together,,
jj_ty,3525,Stable,jj,ty,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.399,0.142,ENK,ENK,PHG,PHG,never together,,
jj_ua,1500,Dispersal 2,jj,ua,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,1.000,0.743,ENK,ENK,ENK,ENK,stayed together,,
jj_ua,1665,Dispersal 1,jj,ua,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,1.000,0.743,ENK,ENK,ENK,ENK,stayed together,,
jj_ua,2565,Fission,jj,ua,15.050,m,ENK,f,ENK,fm,same,0.0059,0.257,1.000,0.743,ENK,ENK,ENK,ENK,stayed together,,
jj_ua,3555,Stable,jj,ua,2.600,m,ENK,f,ENK,fm,same,0.0007,0.257,1.000,0.743,ENK,ENK,ENK,ENK,stayed together,,
jj_ug,1470,Dispersal 2,jj,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.197,0.059,ENK,ENK,PHG,PHG,never together,,
jj_ug,1770,Dispersal 1,jj,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.197,0.059,ENK,ENK,PHG,PHG,never together,,
jj_ug,2520,Fission,jj,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.197,0.059,ENK,ENK,PHG,PHG,never together,,
jj_ug,3615,Stable,jj,ug,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.197,0.059,ENK,ENK,PHG,PHG,never together,,
jj_uj,1530,Dispersal 2,jj,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.254,0.002,ENK,ENK,PHG,PHG,never together,,
jj_uj,1740,Dispersal 1,jj,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.254,0.002,ENK,ENK,PHG,PHG,never together,,
jj_uj,2430,Stable,jj,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.254,0.002,ENK,ENK,PHG,PHG,never together,,
jj_uj,2490,Fission,jj,uj,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.254,0.002,ENK,ENK,PHG,PHG,never together,,
jj_uk,1515,Dispersal 2,jj,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.067,0.190,ENK,ENK,ENK,ENK,stayed together,,
jj_uk,1725,Dispersal 1,jj,uk,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.067,0.190,ENK,ENK,ENK,ENK,stayed together,,
jj_uk,2550,Fission,jj,uk,10.367,m,ENK,f,ENK,fm,same,0.0041,0.257,0.067,0.190,ENK,ENK,ENK,ENK,stayed together,,
jj_uk,3405,Stable,jj,uk,2.400,m,ENK,f,ENK,fm,same,0.0007,0.257,0.067,0.190,ENK,ENK,ENK,ENK,stayed together,,
jj_un,1485,Dispersal 2,jj,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.101,0.156,ENK,ENK,PHG,PHG,never together,,
jj_un,1695,Dispersal 1,jj,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.101,0.156,ENK,ENK,PHG,PHG,never together,,
jj_un,2535,Fission,jj,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.101,0.156,ENK,ENK,PHG,PHG,never together,,
jj_un,3600,Stable,jj,un,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.101,0.156,ENK,ENK,PHG,PHG,never together,,
jj_ur,1515,Dispersal 2,jj,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.484,0.228,ENK,ENK,PHG,PHG,never together,,
jj_ur,1740,Dispersal 1,jj,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.484,0.228,ENK,ENK,PHG,PHG,never together,,
jj_ur,2520,Fission,jj,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.484,0.228,ENK,ENK,PHG,PHG,never together,,
jj_ur,3600,Stable,jj,ur,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.484,0.228,ENK,ENK,PHG,PHG,never together,,
jj_ut,1500,Dispersal 2,jj,ut,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.183,0.074,ENK,ENK,ENK,ENK,stayed together,,
jj_ut,1665,Dispersal 1,jj,ut,1.017,m,ENK,f,ENK,fm,same,0.0006,0.257,0.183,0.074,ENK,ENK,ENK,ENK,stayed together,,
jj_ut,2565,Fission,jj,ut,0.600,m,ENK,f,ENK,fm,same,0.0002,0.257,0.183,0.074,ENK,ENK,ENK,ENK,stayed together,,
jj_ut,3510,Stable,jj,ut,12.483,m,ENK,f,ENK,fm,same,0.0036,0.257,0.183,0.074,ENK,ENK,ENK,ENK,stayed together,,
jj_uv,1530,Dispersal 2,jj,uv,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.822,0.565,ENK,ENK,ENK,ENK,stayed together,,
jj_uv,1680,Dispersal 1,jj,uv,0.433,m,ENK,f,ENK,fm,same,0.0003,0.257,0.822,0.565,ENK,ENK,ENK,ENK,stayed together,,
jj_uv,2535,Fission,jj,uv,25.017,m,ENK,f,ENK,fm,same,0.0099,0.257,0.822,0.565,ENK,ENK,ENK,ENK,stayed together,,
jj_uv,3555,Stable,jj,uv,17.917,m,ENK,f,ENK,fm,same,0.0050,0.257,0.822,0.565,ENK,ENK,ENK,ENK,stayed together,,
jj_ux,1500,Dispersal 2,jj,ux,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.000,0.257,ENK,ENK,PHG,ENK,stayed together,,
jj_ux,1725,Dispersal 1,jj,ux,11.617,m,ENK,f,ENK,fm,same,0.0067,0.257,0.000,0.257,ENK,ENK,PHG,ENK,stayed together,,
jj_ux,2535,Fission,jj,ux,0.000,m,ENK,f,ENK,fm,same,0.0000,0.257,0.000,0.257,ENK,ENK,PHG,ENK,stayed together,,
jj_ux,3645,Stable,jj,ux,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.000,0.257,ENK,ENK,PHG,ENK,stayed together,,
jj_uz,1545,Dispersal 2,jj,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.313,0.056,ENK,ENK,PHG,PHG,never together,,
jj_uz,1725,Dispersal 1,jj,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.313,0.056,ENK,ENK,PHG,PHG,never together,,
jj_uz,2520,Fission,jj,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.313,0.056,ENK,ENK,PHG,PHG,never together,,
jj_uz,3675,Stable,jj,uz,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.313,0.056,ENK,ENK,PHG,PHG,never together,,
jj_yp,1500,Dispersal 2,jj,yp,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.933,0.677,ENK,ENK,PHG,PHG,never together,,
jj_yp,1665,Dispersal 1,jj,yp,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.933,0.677,ENK,ENK,PHG,PHG,never together,,
jj_yp,2505,Fission,jj,yp,0.000,m,ENK,f,PHG,fm,different,0.0000,0.257,0.933,0.677,ENK,ENK,PHG,PHG,never together,,
jy_o6,1470,Stable,jy,o6,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.144,0.417,PHG,PHG,PHG,YNT,split apart,,
jy_o6,1515,Dispersal 2,jy,o6,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.144,0.417,PHG,PHG,PHG,YNT,split apart,,
jy_o6,1680,Dispersal 1,jy,o6,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.144,0.417,PHG,PHG,PHG,YNT,split apart,,
jy_o6,2355,Fission,jy,o6,0.683,m,PHG,f,YNT,fm,different,0.0003,0.561,0.144,0.417,PHG,PHG,PHG,YNT,split apart,,
jy_oa,1530,Dispersal 2,jy,oa,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.669,0.108,PHG,PHG,PHG,YNT,split apart,,
jy_oa,1770,Dispersal 1,jy,oa,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.669,0.108,PHG,PHG,PHG,YNT,split apart,,
jy_oa,2355,Fission,jy,oa,1.750,m,PHG,f,YNT,fm,different,0.0007,0.561,0.669,0.108,PHG,PHG,PHG,YNT,split apart,,
jy_oa,3495,Stable,jy,oa,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.669,0.108,PHG,PHG,PHG,YNT,split apart,,
jy_ob,1515,Dispersal 2,jy,ob,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.436,0.125,PHG,PHG,PHG,YNT,split apart,,
jy_ob,1725,Dispersal 1,jy,ob,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.436,0.125,PHG,PHG,PHG,YNT,split apart,,
jy_ob,2370,Fission,jy,ob,0.000,m,PHG,f,YNT,fm,different,0.0000,0.561,0.436,0.125,PHG,PHG,PHG,YNT,split apart,,
jy_ob,3495,Stable,jy,ob,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.436,0.125,PHG,PHG,PHG,YNT,split apart,,
jy_oo,1485,Dispersal 2,jy,oo,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.648,0.087,PHG,PHG,PHG,YNT,split apart,,
jy_oo,1710,Dispersal 1,jy,oo,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.648,0.087,PHG,PHG,PHG,YNT,split apart,,
jy_oo,2370,Fission,jy,oo,0.000,m,PHG,f,YNT,fm,different,0.0000,0.561,0.648,0.087,PHG,PHG,PHG,YNT,split apart,,
jy_oo,3525,Stable,jy,oo,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.648,0.087,PHG,PHG,PHG,YNT,split apart,,
jy_oy,1560,Dispersal 2,jy,oy,10.783,m,PHG,f,PHG,fm,same,0.0069,0.561,0.030,0.531,PHG,PHG,PHG,PHG,stayed together,,
jy_oy,1770,Dispersal 1,jy,oy,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.030,0.531,PHG,PHG,PHG,PHG,stayed together,,
jy_oy,2520,Fission,jy,oy,42.983,m,PHG,f,PHG,fm,same,0.0171,0.561,0.030,0.531,PHG,PHG,PHG,PHG,stayed together,,
jy_oy,3465,Stable,jy,oy,22.150,m,PHG,f,PHG,fm,same,0.0064,0.561,0.030,0.531,PHG,PHG,PHG,PHG,stayed together,,
jy_qc,1545,Dispersal 2,jy,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.636,0.075,PHG,PHG,ENK,ENK,never together,,
jy_qc,1650,Dispersal 1,jy,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.636,0.075,PHG,PHG,ENK,ENK,never together,,
jy_qc,1785,Stable,jy,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.636,0.075,PHG,PHG,ENK,ENK,never together,,
jy_qc,2565,Fission,jy,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.636,0.075,PHG,PHG,ENK,ENK,never together,,
jy_qn,1515,Dispersal 2,jy,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.559,0.002,PHG,PHG,ENK,ENK,never together,,
jy_qn,1620,Dispersal 1,jy,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.559,0.002,PHG,PHG,ENK,ENK,never together,,
jy_qn,2535,Fission,jy,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.559,0.002,PHG,PHG,ENK,ENK,never together,,
jy_qn,3480,Stable,jy,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.559,0.002,PHG,PHG,ENK,ENK,never together,,
jy_qp,1560,Dispersal 2,jy,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.395,0.166,PHG,PHG,ENK,ENK,never together,,
jy_qp,1650,Dispersal 1,jy,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.395,0.166,PHG,PHG,ENK,ENK,never together,,
jy_qp,2535,Fission,jy,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.395,0.166,PHG,PHG,ENK,ENK,never together,,
jy_qp,3405,Stable,jy,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.395,0.166,PHG,PHG,ENK,ENK,never together,,
jy_qz,960,Dispersal 2,jy,qz,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.711,0.150,PHG,PHG,ENK,ENK,never together,,
jy_qz,2535,Fission,jy,qz,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.711,0.150,PHG,PHG,ENK,ENK,never together,,
jy_tr,1515,Dispersal 2,jy,tr,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.684,0.122,PHG,PHG,PHG,YNT,split apart,,
jy_tr,1725,Dispersal 1,jy,tr,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.684,0.122,PHG,PHG,PHG,YNT,split apart,,
jy_tr,2355,Fission,jy,tr,1.117,m,PHG,f,YNT,fm,different,0.0005,0.561,0.684,0.122,PHG,PHG,PHG,YNT,split apart,,
jy_tr,3600,Stable,jy,tr,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.684,0.122,PHG,PHG,PHG,YNT,split apart,,
jy_ty,1530,Dispersal 2,jy,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.399,0.162,PHG,PHG,PHG,PHG,stayed together,,
jy_ty,1680,Dispersal 1,jy,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.399,0.162,PHG,PHG,PHG,PHG,stayed together,,
jy_ty,2505,Fission,jy,ty,64.750,m,PHG,f,PHG,fm,same,0.0258,0.561,0.399,0.162,PHG,PHG,PHG,PHG,stayed together,,
jy_ty,3465,Stable,jy,ty,2.033,m,PHG,f,PHG,fm,same,0.0006,0.561,0.399,0.162,PHG,PHG,PHG,PHG,stayed together,,
jy_ua,1545,Dispersal 2,jy,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,1.000,0.439,PHG,PHG,ENK,ENK,never together,,
jy_ua,1650,Dispersal 1,jy,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,1.000,0.439,PHG,PHG,ENK,ENK,never together,,
jy_ua,2550,Fission,jy,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,1.000,0.439,PHG,PHG,ENK,ENK,never together,,
jy_ua,3495,Stable,jy,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,1.000,0.439,PHG,PHG,ENK,ENK,never together,,
jy_ug,1515,Dispersal 2,jy,ug,6.900,m,PHG,f,PHG,fm,same,0.0046,0.561,0.197,0.364,PHG,PHG,PHG,PHG,stayed together,,
jy_ug,1755,Dispersal 1,jy,ug,32.517,m,PHG,f,PHG,fm,same,0.0185,0.561,0.197,0.364,PHG,PHG,PHG,PHG,stayed together,,
jy_ug,2505,Fission,jy,ug,60.983,m,PHG,f,PHG,fm,same,0.0243,0.561,0.197,0.364,PHG,PHG,PHG,PHG,stayed together,,
jy_ug,3555,Stable,jy,ug,15.050,m,PHG,f,PHG,fm,same,0.0042,0.561,0.197,0.364,PHG,PHG,PHG,PHG,stayed together,,
jy_uj,1575,Dispersal 2,jy,uj,16.783,m,PHG,f,PHG,fm,same,0.0107,0.561,0.254,0.307,PHG,PHG,PHG,PHG,stayed together,,
jy_uj,1725,Dispersal 1,jy,uj,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.254,0.307,PHG,PHG,PHG,PHG,stayed together,,
jy_uj,2400,Stable,jy,uj,1.967,m,PHG,f,PHG,fm,same,0.0008,0.561,0.254,0.307,PHG,PHG,PHG,PHG,stayed together,,
jy_uj,2475,Fission,jy,uj,54.800,m,PHG,f,PHG,fm,same,0.0221,0.561,0.254,0.307,PHG,PHG,PHG,PHG,stayed together,,
jy_uk,1560,Dispersal 2,jy,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.067,0.495,PHG,PHG,ENK,ENK,never together,,
jy_uk,1710,Dispersal 1,jy,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.067,0.495,PHG,PHG,ENK,ENK,never together,,
jy_uk,2535,Fission,jy,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.067,0.495,PHG,PHG,ENK,ENK,never together,,
jy_uk,3345,Stable,jy,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.067,0.495,PHG,PHG,ENK,ENK,never together,,
jy_un,1530,Dispersal 2,jy,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.101,0.460,PHG,PHG,PHG,PHG,stayed together,,
jy_un,1680,Dispersal 1,jy,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.101,0.460,PHG,PHG,PHG,PHG,stayed together,,
jy_un,2520,Fission,jy,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.101,0.460,PHG,PHG,PHG,PHG,stayed together,,
jy_un,3540,Stable,jy,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.101,0.460,PHG,PHG,PHG,PHG,stayed together,,
jy_ur,1560,Dispersal 2,jy,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.484,0.077,PHG,PHG,PHG,PHG,stayed together,,
jy_ur,1725,Dispersal 1,jy,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.484,0.077,PHG,PHG,PHG,PHG,stayed together,,
jy_ur,2505,Fission,jy,ur,10.500,m,PHG,f,PHG,fm,same,0.0042,0.561,0.484,0.077,PHG,PHG,PHG,PHG,stayed together,,
jy_ur,3540,Stable,jy,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.484,0.077,PHG,PHG,PHG,PHG,stayed together,,
jy_ut,1545,Dispersal 2,jy,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.183,0.378,PHG,PHG,ENK,ENK,never together,,
jy_ut,1650,Dispersal 1,jy,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.183,0.378,PHG,PHG,ENK,ENK,never together,,
jy_ut,2550,Fission,jy,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.183,0.378,PHG,PHG,ENK,ENK,never together,,
jy_ut,3450,Stable,jy,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.183,0.378,PHG,PHG,ENK,ENK,never together,,
jy_uv,1575,Dispersal 2,jy,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.822,0.260,PHG,PHG,ENK,ENK,never together,,
jy_uv,1665,Dispersal 1,jy,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.822,0.260,PHG,PHG,ENK,ENK,never together,,
jy_uv,2520,Fission,jy,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.822,0.260,PHG,PHG,ENK,ENK,never together,,
jy_uv,3495,Stable,jy,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.822,0.260,PHG,PHG,ENK,ENK,never together,,
jy_ux,1545,Dispersal 2,jy,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.000,0.561,PHG,PHG,PHG,ENK,split apart,,
jy_ux,1710,Dispersal 1,jy,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.000,0.561,PHG,PHG,PHG,ENK,split apart,,
jy_ux,2520,Fission,jy,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.561,0.000,0.561,PHG,PHG,PHG,ENK,split apart,,
jy_ux,3585,Stable,jy,ux,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.000,0.561,PHG,PHG,PHG,ENK,split apart,,
jy_uz,1590,Dispersal 2,jy,uz,15.133,m,PHG,f,PHG,fm,same,0.0095,0.561,0.313,0.248,PHG,PHG,PHG,PHG,stayed together,,
jy_uz,1710,Dispersal 1,jy,uz,11.700,m,PHG,f,PHG,fm,same,0.0068,0.561,0.313,0.248,PHG,PHG,PHG,PHG,stayed together,,
jy_uz,2505,Fission,jy,uz,20.167,m,PHG,f,PHG,fm,same,0.0081,0.561,0.313,0.248,PHG,PHG,PHG,PHG,stayed together,,
jy_uz,3615,Stable,jy,uz,4.383,m,PHG,f,PHG,fm,same,0.0012,0.561,0.313,0.248,PHG,PHG,PHG,PHG,stayed together,,
jy_yp,1545,Dispersal 2,jy,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.933,0.372,PHG,PHG,PHG,PHG,stayed together,,
jy_yp,1650,Dispersal 1,jy,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.561,0.933,0.372,PHG,PHG,PHG,PHG,stayed together,,
jy_yp,2490,Fission,jy,yp,9.617,m,PHG,f,PHG,fm,same,0.0039,0.561,0.933,0.372,PHG,PHG,PHG,PHG,stayed together,,
o6_oz,1470,Stable,o6,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.144,0.487,PHG,YNT,ENK,PHG,split apart,,
o6_oz,1485,Dispersal 2,o6,oz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.632,0.144,0.487,PHG,YNT,ENK,PHG,split apart,,
o6_oz,1710,Dispersal 1,o6,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.144,0.487,PHG,YNT,ENK,PHG,split apart,,
o6_oz,2295,Fission,o6,oz,0.000,f,YNT,m,PHG,fm,different,0.0000,0.632,0.144,0.487,PHG,YNT,ENK,PHG,split apart,,
o6_ph,1455,Stable,o6,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.144,0.142,PHG,YNT,PHG,PHG,split apart,,
o6_ph,1515,Dispersal 2,o6,ph,0.000,f,ENK,m,PHG,fm,different,0.0000,0.286,0.144,0.142,PHG,YNT,PHG,PHG,split apart,,
o6_ph,1725,Dispersal 1,o6,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.144,0.142,PHG,YNT,PHG,PHG,split apart,,
o6_ph,2340,Fission,o6,ph,0.000,f,YNT,m,PHG,fm,different,0.0000,0.286,0.144,0.142,PHG,YNT,PHG,PHG,split apart,,
o6_pz,1440,Stable,o6,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.144,0.547,PHG,YNT,PHG,PHG,split apart,,
o6_pz,1470,Dispersal 2,o6,pz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.692,0.144,0.547,PHG,YNT,PHG,PHG,split apart,,
o6_pz,1680,Dispersal 1,o6,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.144,0.547,PHG,YNT,PHG,PHG,split apart,,
o6_pz,2355,Fission,o6,pz,0.000,f,YNT,m,PHG,fm,different,0.0000,0.692,0.144,0.547,PHG,YNT,PHG,PHG,split apart,,
o6_s1,1485,Stable,o6,s1,5.700,f,PHG,m,ENK,fm,different,0.0038,0.217,0.144,0.073,PHG,YNT,ENK,ENK,briefly together,,
o6_s1,1500,Dispersal 2,o6,s1,0.000,f,ENK,m,ENK,fm,same,0.0000,0.217,0.144,0.073,PHG,YNT,ENK,ENK,briefly together,,
o6_s1,1725,Dispersal 1,o6,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.144,0.073,PHG,YNT,ENK,ENK,briefly together,,
o6_s1,2370,Fission,o6,s1,0.000,f,YNT,m,ENK,fm,different,0.0000,0.217,0.144,0.073,PHG,YNT,ENK,ENK,briefly together,,
o6_sn,1515,Dispersal 2,o6,sn,7.467,f,ENK,m,PHG,fm,different,0.0049,0.547,0.144,0.402,PHG,YNT,ENK,PHG,split apart,,
o6_sn,1515,Stable,o6,sn,0.000,f,PHG,m,ENK,fm,different,0.0000,0.547,0.144,0.402,PHG,YNT,ENK,PHG,split apart,,
o6_sn,1635,Dispersal 1,o6,sn,13.450,f,PHG,m,PHG,fm,same,0.0082,0.547,0.144,0.402,PHG,YNT,ENK,PHG,split apart,,
o6_sn,2325,Fission,o6,sn,0.000,f,YNT,m,PHG,fm,different,0.0000,0.547,0.144,0.402,PHG,YNT,ENK,PHG,split apart,,
o6_tp,1470,Stable,o6,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.144,0.533,PHG,YNT,ENK,YNT,stayed together,,
o6_tp,1485,Dispersal 2,o6,tp,10.800,f,ENK,m,ENK,fm,same,0.0073,0.677,0.144,0.533,PHG,YNT,ENK,YNT,stayed together,,
o6_tp,1710,Dispersal 1,o6,tp,11.183,f,PHG,m,ENK,fm,different,0.0065,0.677,0.144,0.533,PHG,YNT,ENK,YNT,stayed together,,
o6_tp,2370,Fission,o6,tp,0.000,f,YNT,m,ENK,fm,different,0.0000,0.677,0.144,0.533,PHG,YNT,ENK,YNT,stayed together,,
o6_ub,330,Dispersal 2,o6,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.144,0.122,PHG,YNT,PHG,PHG,split apart,,
o6_ub,1470,Fission,o6,ub,0.000,f,YNT,m,PHG,fm,different,0.0000,0.023,0.144,0.122,PHG,YNT,PHG,PHG,split apart,,
o6_um,825,Dispersal 2,o6,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.144,0.006,PHG,YNT,PHG,PHG,split apart,,
